date,symbol,open,high,low,close,target,signal,temp_fc_d_minus1,temp_fc_d,temp_ac_d_plus1,temp_sn_d_minus1,temp_sn_d,temp_sn_d_plus1,CompositeWeatherVariableForecastLDZ(NW),CompositeWeatherVariableForecastLDZ(SC),CompositeWeatherVariableForecastLDZ(SE),WeatherCorrectionFactorForecast(NW),WeatherCorrectionFactorForecast(SC),WeatherCorrectionFactorForecast(SE),closing_linepack_actual,opening_linepack_actual,linepack_hourly_agg_d_plus1,predicted_closing_linepack,demand_cold,demand_warm,demand_actual_ntsd_plus1,demand_forecast_confidence_interval,demand_forecast_nts,demand_ntssn,demand_diff,demand_avg,demand_forecast_error,demand_nts_spread,HDD,CDD,demand_lag1,demand_lag7,dow,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,is_weekend,friday_startup,sin7,cos7,is_holiday,temp_dev_fc_minus1,temp_dev_fc,temp_dev_fc_plus1,lp_closing_diff,lp_closing_pred_error,combo_signal,portfolio,market_regime,smooth_signal,stable_signal,signal_change,buy_signal_start,sell_signal_start,consecutive_buy_days,consecutive_sell_days,persistent_signal,position_size,sized_signal,high_low,high_close,low_close,tr,atr,stop_loss_pct,return_1d,return_3d,return_5d,return_std_5d,day_of_week,volatility_10d,trend_10d,vol_regime_change,trend_strength,trend_direction,enhanced_signal,final_signal,enhanced_portfolio,enhanced_return
2024-07-12,SAP,2.4577,2.4577,2.4577,1.511,0.0592984778292522,1,14.2256,14.2449,14.2966,14.87,14.87,14.87,13.25,13.66,15.06,-1.02,-0.1,-0.41,327.5207585314432,329.44824138517686,327.34,328.9773793106158,120.469932529091,98.4002981818182,1198189651.0,9.24,170.54205257042963,193.958392136364,-22.0696343472728,109.4351153554546,1198189480.4579475,-23.41633956593438,50.7551,0.0,1.4208,1.5027,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,-0.6443999999999992,-0.6250999999999998,-0.5733999999999995,-1.927482853733636,-1.4566207791725674,1,1.0524482830674928,Low Vol / Uptrend,1.0,1,0.0,0,0,11,0,1,1.0,1.0,0.0,0.09019999999999984,1.0369,1.0369,1.0369,0.05,0.0634853603603602,0.0017372587294005686,-0.005818247610936522,0.05023980865804357,4,0.04027440443728006,0.008359797579378051,0,0.2075709795385526,1.0,1.0,1.0,1.0727163058776221,0.05929847782925224
2024-07-13,SAP,2.4791,2.4791,2.4791,1.6006,0.0182431588154441,1,14.2014,14.2002,14.2529,14.87,14.87,14.87,13.4,13.5,14.94,-0.87,-0.27,-0.53,325.5359314637305,327.5207585314432,325.23,324.8457184457037,111.556101983727,90.9536617227273,1091297867.0,9.24,160.9763024148624,186.157312163636,-20.6024402609997,101.25488185322716,1091297706.0236976,-25.18100974877359,50.7998,0.0,1.511,1.5594,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,-0.6685999999999996,-0.6697999999999986,-0.6170999999999989,-1.9848270677127289,0.6902130180267818,1,1.114856864247405,Low Vol / Uptrend,1.0,1,0.0,0,0,12,0,1,1.0,1.0,0.0,0.08960000000000012,0.9681,0.9681,0.9681,0.05,0.0592984778292522,0.04573540953124163,0.007716961160771839,0.057908941310485594,5,0.040378585989316394,0.00960440331599494,0,0.23785883236565367,1.0,1.0,1.0,1.092286039809664,0.018243158815444138
2024-07-14,SAP,2.4401,2.4401,2.4401,1.6298,-0.0955945514787089,0,14.3687,14.4015,14.4384,14.89,14.89,14.89,13.41,13.9,15.27,-0.88,0.12,-0.22,325.4870912797446,325.5359314637305,325.89,326.2009066342881,110.128121578182,90.3197230695455,1250248091.0,9.24,174.90913336450768,185.017526881818,-19.8083985086365,100.22392232386376,1250247916.0908666,-10.108393517310304,50.5985,0.0,1.6006,1.5637,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,-0.5213000000000001,-0.4885000000000001,-0.4516000000000009,-0.0488401839858738,-0.7138153545434989,1,1.1351953750783583,Low Vol / Downtrend,1.0,1,0.0,0,0,13,0,1,0.5,0.5,0.0,0.029199999999999893,0.8395000000000001,0.8395000000000001,0.8395000000000001,0.05,0.0182431588154441,0.0470089990016855,0.016550682566579596,0.054778184284395307,6,0.05236595524413703,-0.0006654599814637701,0,0.012707874388260607,-1.0,1.0,0.5,0.9878694457476042,-0.09559455147870888
2024-07-15,SAP,2.4714,2.4714,2.4714,1.474,0.1484396200814111,1,14.5338,14.5532,14.5811,14.9,14.9,14.9,13.98,14.28,15.14,-0.32,0.49,-0.36,325.62550296008214,325.4870912797446,324.55,325.9947334785858,123.412051807727,102.760029962727,1188733443.0,9.24,171.6272574701724,197.694285472727,-20.652021845,113.086040885227,1188733271.3727424,-26.0670280025546,50.4468,0.0,1.6298,1.5506,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,-0.3662000000000009,-0.3468,-0.318900000000001,0.1384116803375263,-0.3692305185036275,1,1.026676882357038,High Vol / Uptrend,1.0,1,0.0,0,0,14,0,1,1.2,1.2,0.0,0.15579999999999994,0.8416000000000001,0.8416000000000001,0.9484214285714285,0.05,-0.0955945514787089,-0.006017638278004204,0.011970967186092012,0.0642442928147091,0,0.07008889369574599,0.0104052938014827,0,0.14845852534999054,1.0,1.0,1.2,1.0611889283560083,0.07421981004070544
2024-07-16,SAP,2.5942,2.5942,2.5942,1.6928,0.0229206049149337,1,14.5863,14.599,14.6387,14.91,14.91,14.91,13.76,13.93,15.33,-0.55,0.13,-0.18,324.585521670136,325.62550296008214,323.68,324.6209932347448,122.873522535364,102.822687968727,1195036399.0,9.24,174.87455609715184,197.456046772727,-20.050834566637008,112.8481052520455,1195036224.125444,-22.581490675575168,50.401,0.0,1.474,1.5104,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,-0.3237000000000005,-0.3109999999999999,-0.2713000000000001,-1.0399812899461267,-0.0354715646087697,1,1.1790764087204844,High Vol / Uptrend,1.0,1,0.0,0,0,15,0,1,1.2,1.2,0.0,0.2188000000000001,1.1201999999999999,1.1201999999999999,1.0284357142857143,0.05,0.1484396200814111,0.023696075806048763,0.038774413121551735,0.08879031030219739,1,0.07013444691269,0.012421607210764959,0,0.1771113590762119,1.0,1.0,1.2,1.0733504744394833,0.011460302457466875
2024-07-17,SAP,2.514,2.514,2.514,1.7316,-0.0349387849387848,0,15.0031,14.9973,15.038,14.92,14.92,14.92,14.5,14.08,15.63,0.18,0.26,0.11,325.44477509542537,324.585521670136,324.16,327.0681534616755,122.567983446909,102.817273243091,1186314119.0,9.24,167.38884866819026,197.300330790909,-19.750710203818,112.692628345,1186313951.6111512,-29.911482122718724,50.0027,0.0,1.6928,1.4006,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.2225209339563143,0,0.0830999999999999,0.0772999999999992,0.1180000000000003,0.8592534252893529,-1.6233783662501082,1,1.2061015532492856,High Vol / Uptrend,1.0,1,0.0,0,0,16,0,1,1.2,1.2,0.0,0.038799999999999946,0.8211999999999997,0.8211999999999997,1.0046428571428572,0.05,0.0229206049149337,0.025255224505878627,0.03066146203246643,0.08781584318701495,2,0.0714993528298869,0.009765485319815437,0,0.13658145050696796,1.0,1.0,1.2,1.0545996937442914,-0.017469392469392386
2024-07-18,SAP,2.5316,2.5316,2.5316,1.6711,0.0382382861588175,1,15.2009,15.1551,15.2024,14.93,14.93,14.93,14.67,13.79,15.69,0.34,-0.04,0.16,326.54701896908887,325.44477509542537,325.2,327.0042401476232,122.677478690727,103.374626571455,1204861262.0,9.24,175.41197736545,197.557571390909,-19.302852119272004,113.026052631091,1204861086.5880227,-22.14559402545899,49.8449,0.0,1.7316,1.4208,3,False,False,False,True,False,False,False,0,0.0,0.4338837391175582,-0.900968867902419,0,0.270900000000001,0.2250999999999994,0.2724000000000011,1.1022438736634967,-0.4572211785343256,1,1.1639618304659745,High Vol / Uptrend,1.0,1,0.0,0,0,17,0,1,1.2,1.2,0.0,0.0605,0.8,0.8,0.9775142857142857,0.05,-0.0349387849387848,0.045473813352519994,0.011814009478859031,0.09021317898279467,3,0.07081633228610452,0.016181858757056657,0,0.22850461517380558,1.0,1.0,1.2,1.074762736180489,0.01911914307940865
2024-07-19,SAP,2.4875,2.4875,2.4875,1.735,0.1138904899135446,1,15.2369,15.2001,15.2428,14.94,14.94,14.94,14.67,14.09,15.69,0.34,0.25,0.16,327.11335394251864,326.54701896908887,326.19,327.72189796365546,118.414413199273,99.5029635174545,1156635677.0,9.24,165.56005756918336,193.403335818182,-18.911449681818496,108.95868835836376,1156635511.4399424,-27.843278248998644,49.7999,0.0,1.6711,1.511,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,0.2969000000000008,0.2601000000000013,0.3028000000000013,0.5663349734297753,-0.6085440211368223,1,1.2084697360172734,High Vol / Uptrend,1.0,1,0.0,0,0,18,0,1,1.2,1.2,0.0,0.06390000000000007,0.8163999999999998,0.8163999999999998,0.95505,0.05,0.0382382861588175,0.00874003537832213,0.01581303494753371,0.09100909029061098,4,0.06936284046589167,0.03484050520603822,0,0.5022935187201657,1.0,1.0,1.2,1.1359653634626976,0.05694524495677222
2024-07-20,SAP,2.4675,2.4675,2.4675,1.9326,0.0122115285108144,1,15.2029,15.1583,15.205,14.95,14.95,14.95,14.67,13.86,15.69,0.33,0.01,0.15,326.46166086479,327.11335394251864,324.81,327.9298166783291,110.353038829091,92.6122405930909,1114564397.0,9.24,159.10724102328837,186.093137609091,-17.740798236000103,101.48263971109095,1114564237.892759,-26.985896585802635,49.8417,0.0,1.735,1.6006,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,0.2529000000000003,0.2083000000000012,0.2550000000000008,-0.6516930777286234,-1.468155813539056,1,1.3461029462979726,High Vol / Uptrend,1.0,1,0.0,0,0,19,0,1,1.2,1.2,0.0,0.1976,0.7324999999999997,0.7324999999999997,0.9294142857142856,0.05,0.1138904899135446,0.0390633303778591,0.05771004322598441,0.07341893217686543,5,0.06943863407566576,0.034619419016708404,1,0.4985613481247972,1.0,1.0,1.2,1.142901300174309,0.006105764255407209
2024-07-21,SAP,2.4867,2.4867,2.4867,1.9562,-0.0084347203762396,0,15.1189,15.1093,15.1633,14.95,14.95,14.95,14.67,13.56,15.69,0.31,-0.3,0.15,325.88183430111405,326.46166086479,325.25,326.9372150902976,108.508985147,91.248893958,1103169258.0,9.24,160.0424207841202,184.669418463636,-17.260091189000008,99.8789395525,1103169097.9575791,-24.6269976795158,49.8907,0.0,1.9326,1.6298,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,0.1689000000000007,0.1593,0.2133000000000002,-0.5798265636759652,-1.0553807891835731,1,1.3625409208051815,High Vol / Uptrend,1.0,1,0.0,0,0,20,0,1,1.2,1.2,0.0,0.023599999999999843,0.5540999999999998,0.5540999999999998,0.8942357142857142,0.05,0.0122115285108144,0.05478010152772549,0.030464424911865073,0.0540555236453525,6,0.06984004078252615,0.027427410943048423,0,0.3927175676837622,1.0,1.0,1.2,1.1380812737320034,-0.004217360188119801
2024-07-22,SAP,2.4912,2.4912,2.4912,1.9397,0.012115275558076,1,15.1514,15.1318,15.181,14.96,14.96,14.96,14.67,13.81,15.69,0.29,-0.06,0.14,326.00611190734213,325.88183430111405,324.82,327.0896134748361,121.822605298636,103.716932262273,1164707988.0,9.24,169.16044240250773,197.299514781818,-18.105673036363,112.76976878045453,1164707818.8395576,-28.13907237931028,49.8682,0.0,1.9562,1.474,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,0.1913999999999998,0.1717999999999993,0.2209999999999983,0.1242776062280768,-1.083501567493954,1,1.3510482691370058,High Vol / Uptrend,1.0,1,0.0,0,0,21,0,1,1.2,1.2,0.0,0.01649999999999996,0.5350000000000001,0.5350000000000001,0.8565214285714285,0.05,-0.0084347203762396,0.03922243268270646,0.024193359853630414,0.05689376403760998,0,0.06903682817201492,0.02270909071593081,0,0.3289416868826582,1.0,1.0,1.2,1.1449753578513782,0.006057637779038005
2024-07-23,SAP,2.4725,2.4725,2.4725,1.9632,-0.0067746536267319,0,15.1847,15.1638,15.203,14.98,14.98,14.98,14.67,14.19,15.69,0.27,0.31,0.13,326.33337883259827,326.00611190734213,325.69,325.604618119051,122.137954806909,104.33380938,1183719303.0,9.24,174.2100599248849,197.614699972727,-17.80414542690899,113.2358820934545,1183719128.78994,-23.40464004784212,49.8362,0.0,1.9397,1.6928,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,0.204699999999999,0.1837999999999997,0.2229999999999989,0.32726692525614,0.728760713547274,1,1.3674165912098624,High Vol / Uptrend,1.0,1,0.0,0,0,22,0,1,1.2,1.2,0.0,0.023500000000000076,0.5328000000000002,0.5328000000000002,0.8276714285714285,0.05,0.012115275558076,0.0052973612308836,0.033604171953002575,0.04783841081212847,1,0.06966707363139135,0.02020730947171321,1,0.2900553793694584,1.0,1.0,1.2,1.141096952121085,-0.003387326813365954
2024-07-24,SAP,2.5536,2.5536,2.5536,1.9499,0.0040514898199908,1,15.2018,15.0832,15.1313,14.99,14.99,14.99,14.58,13.81,15.69,0.16,-0.08,0.13,326.25989538592114,326.33337883259827,324.58,327.592884250042,121.951186848909,104.446336463091,1285897477.0,9.24,180.7449001340338,197.577068472727,-17.504850385818003,113.198761656,1285897296.2550998,-16.832168338693208,49.9168,0.0,1.9632,1.7316,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.2225209339563143,0,0.2118000000000002,0.0931999999999995,0.1412999999999993,-0.0734834466771303,-1.332988864120864,1,1.3581528174409692,High Vol / Uptrend,1.0,1,0.0,0,0,23,0,1,1.2,1.2,0.0,0.01330000000000009,0.5903999999999998,0.5903999999999998,0.8031142857142857,0.05,-0.0067746536267319,-0.0010313661482985,0.024601583995892694,0.05088662836939206,2,0.057290212941210526,0.030171913601583177,0,0.526650400698365,1.0,1.0,1.2,1.1434085234636555,0.0020257449099954083
2024-07-25,SAP,2.4804,2.4804,2.4804,1.9578,-0.0070998059045868,0,15.0926,15.0216,15.0543,15.0,15.0,15.0,14.67,13.61,15.64,0.23,-0.29,0.07,325.6034174930766,326.25989538592114,325.06,324.2842829167457,121.177050514182,103.827715521455,1378256246.0,9.24,186.9780442123485,196.806220345455,-17.349334992726995,112.5023830178185,1378256059.0219555,-9.828176133106467,49.9784,0.0,1.9499,1.6711,3,False,False,False,True,False,False,False,0,0.0,0.4338837391175582,-0.900968867902419,0,0.0925999999999991,0.0215999999999993,0.0542999999999995,-0.6564778928445207,1.319134576330896,1,1.363655359754823,Low Vol / Uptrend,1.0,1,0.0,0,0,24,0,1,1.0,1.0,0.0,0.007900000000000018,0.5305,0.5305,0.7656571428571428,0.05,0.0040514898199908,0.0031307039171116335,0.0026337839771819345,0.009933179873223744,3,0.04016935795269507,0.01461797100298339,0,0.3639085050898263,1.0,1.0,1.0,1.1393495341705344,-0.0035499029522934045
2024-07-26,SAP,2.5454,2.5454,2.5454,1.9439,0.048973712639539,1,15.0211,15.0237,15.0633,15.01,15.01,15.01,14.54,13.56,15.69,0.1,-0.35,0.11,326.49553011337014,325.6034174930766,326.13,326.83665142136283,116.945723324727,99.8467131832727,1285418007.0,9.24,178.9508195374309,192.688910745455,-17.0990101414543,108.39621825399983,1285417828.0491805,-13.738091208024088,49.9763,0.0,1.9578,1.735,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,0.0111000000000007,0.0137,0.0533000000000001,0.892112620293517,-0.3411213079926938,1,1.3539736713798145,Low Vol / Uptrend,1.0,1,0.0,0,0,25,0,1,1.0,1.0,0.0,0.013900000000000023,0.5875999999999999,0.5875999999999999,0.7335642857142856,0.05,-0.0070998059045868,-0.0032743232371093,-0.0012284829058983055,0.008987439900070565,4,0.041587528414039156,0.017223281775443917,1,0.4141453563667339,1.0,1.0,1.0,1.1672486225117646,0.024486856319769545
2024-07-27,SAP,2.5567,2.5567,2.5567,2.0391,-0.0830268255602961,0,14.8957,14.9167,14.9531,15.01,15.01,15.01,14.21,13.66,15.69,-0.23,-0.25,0.1,327.4788694720375,326.49553011337014,326.31,326.86969278134075,108.627151625455,92.3297237388182,1261025038.0,9.24,179.6074840126815,185.089149581818,-16.297427886636797,100.4784376821366,1261024858.392516,-5.4816655691364815,50.0833,0.0,1.9439,1.9326,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,-0.1143,-0.0932999999999992,-0.0569000000000006,0.9833393586673652,0.6091766906967564,1,1.420282788883471,Low Vol / Uptrend,1.0,1,0.0,0,0,26,0,1,1.0,1.0,0.0,0.09519999999999995,0.6128000000000002,0.6128000000000002,0.7081857142857142,0.05,0.048973712639539,0.015308465518314334,0.010253203697257416,0.02308831547919568,5,0.050181514445220385,0.01241447771329279,0,0.2473914518232565,1.0,1.0,1.0,1.1187921486283745,-0.041513412780148085
